Link,Job Title,Company,Days since Post,Location,Job Description,Salary
https://sg.indeed.com/rc/clk?jk=fac28293fab48f55&bb=h65qdgZQh7BFxzVYPsmuXICL4RNKqdmKi5smCzdydvEyfgnc8StLRYy4w_D17epnxPjQN4SlVFP1GydMwVEt1PgGFVQ7R4Oi63eQriG-mhx2Rjtm1_HXIxpITSELk44E&xkcb=SoDZ67M365cLCszI250NbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,Accounts Administrator,Micron,1,Singapore,"About Kaia
Kaia is a public blockchain platform developed by Kakao, a major South Korean tech company, aimed at simplifying blockchain adoption for enterprises and developers. Designed for high performance and scalability, Kaia combines the benefits of public blockchains, like decentralization and transparency, with private blockchains’ reliability and low latency. It supports smart contracts, DeFi, NFTs, and offers a user-friendly development environment, making it popular across various industries in Asia. Kaia’s unique consensus mechanism, IBFT (Istanbul BFT), ensures quick, secure transactions, appealing to businesses needing efficient and scalable blockchain solutions.

Job Description
Perform accounting and general administrative tasks:-
Maintain proper filing of accounting documents and records
Handle general expense bookkeeping and adjust entries as needed
Manage the accounting-related system to ensure accurate and timely financial reporting
Extract and organize requested accounting data to meet reporting needs
Manage bank accounts and necessary administrative works
Draft and Manage the board resolution/meeting/agreement
Perform other general administrative tasks (e.g. liaising with banks or other vendors for KYC matters when required)
Assist in preparing withholding tax (ad-hoc basis; generally 1 or 2 times per year) and retrieving invoices
Handle accounts payable-related matters
Review and prepare payments for company expenses, including staff claims and corporate card expenses
Record and maintain payment lists in the accounting system.
Manage contracts/invoices
Audit support
Provide support during the external audit process
Requirements:
Knows basic accounting (debit, credit).
Diploma in accountancy or business administration
Responsible and meticulous
proficient in Microsoft Excel

Note: This position is open for full-time (office/remote/hybrid)",No salary information provided
https://sg.indeed.com/rc/clk?jk=fc5eac48b31aae93&bb=h65qdgZQh7BFxzVYPsmuXO9wny4zwhtAX_pYynk8x7-AByqeszacKlCXPRt9kjVGwNDU1jxw5kMAcQGH0vZgIK4DOFhJ9-9rXmhxI0dBk4VYutUE3KPxhQqPhNC-zrdt&xkcb=SoBE67M365cLCszI250ObzkdCdPP&fccid=9212c2d101f68e3a&vjs=3,HR Manager ( E-Commerce),Micron,1,Singapore,"Atomic is collaborating with a rapidly growing e-commerce company that is expanding its operations.
The ideal candidate will support the full scope of Human Resources responsibilities and partner with the organization on strategic initiatives. They will maintain and enhance the organization's human resources by planning, implementing, and evaluating human resources policies, programs, and practices.

There will be a focus on recruitment of Tech Talents, Prior Payroll experience is required.
Budget: $6500/month
Location: East Area of Singapore

Job Description
Recruitment and Talent Acquisition:
Develop and implement recruitment strategies to attract top talent.
Manage the full recruitment cycle, from job posting to interviewing and onboarding.
Employee Relations:
Act as a point of contact for employee inquiries and concerns.
Mediate conflicts and facilitate resolution to maintain a positive work environment.
Performance Management:
Oversee performance appraisal processes and provide guidance to managers.
Implement training and development programs to enhance employee skills.
Processing of Payroll :
Oversee the end-to-end payroll process, ensuring accuracy and compliance with federal, state, and local regulations..
Compensation and Benefits:
Manage payroll, benefits administration, and employee compensation programs.
Conduct salary benchmarking and provide recommendations for compensation adjustments.
Job Requirement
Bachelor’s degree in Human Resources, Business Administration, or a related field; Master’s degree or HR certification preferred.
Proven experience as an HR Manager or similar role (typically 5+ years).
Strong knowledge of HR practices, employment law, and regulatory compliance.
Excellent communication and interpersonal skills.
Proficient in HR software and Microsoft Office Suite.
Strong analytical and problem-solving abilities.
Interest parties, please apply this role directly or email your resume on word copy to Pierre.Lim@atomicgroup.sg
EA Licence: 23S1885
Personnel Registration Number: R1548471",No salary information provided
https://sg.indeed.com/rc/clk?jk=a92e073fc7b3bed9&bb=h65qdgZQh7BFxzVYPsmuXFfKC63YVYg4u0fo9t_dx0EZUScrwg5ASnfvzXfYiEXGpP7sf68cf5NAG6FfBZZ7-OUqF5fl54rv72YyFRa0A2jckTrawPAQtP1hFWFnSXHj&xkcb=SoDw67M365cLCszI250PbzkdCdPP&fccid=2452c8db6b9fe32f&vjs=3,CNC MACHINIST,Micron,1,Singapore,"Job Qualifications:
Able to read machining Drawing
Able to do Programming and Setting CNC Milling or Turning (Fanuc,Hurco)
. Able to operate physically on CNC 3-axis / 2-axis), Milling machine or Turning machines
Responsible, Positive Attitude and able to work well as a team
Able to work in Tuas area
Able to start work immediately
Job Responsibilities:
Perform CNC Milling 3 Axis / machine operating and Turning machines operating
To do Inspection production parts
Maintain good 5S standards
Maintain good safety and health standards
Salary: $3,500.00 - $5,000.00 per month
Experience:
machinist: 3 – 4 years",No salary information provided
https://sg.indeed.com/rc/clk?jk=6213882ade0f33e9&bb=h65qdgZQh7BFxzVYPsmuXNoCVevLD7qiJUE9NDuvePRVLai3Xio-mIcz6prIaZfYkuGW_vhMTyinx3uUBdQoNCd8TXTRVbRGO4X8bQKjDwZLobgsO7EshgadNcfiSYy6&xkcb=SoB-67M365cLCszI250IbzkdCdPP&fccid=a17a0e8185af75d3&vjs=3,stage manager,Micron,1,Singapore,"Job Title: Stage Manager

Key Responsibilities
Production Leadership: Oversee all stages of production from initial planning to final performance, ensuring all elements align with the creative and technical vision.
Act as the main point of contact for directors, designers, and department heads, coordinating effectively to maintain artistic integrity and operational efficiency.

Crew Management: Direct and manage the backstage crew, assigning roles, overseeing cue execution, and ensuring adherence to safety standards.
Lead technical rehearsals, manage performance cues, and support cast and crew to achieve peak performance.

Technical Proficiency: Collaborate closely with lighting, sound, and set design teams to coordinate timing and technical elements with precision.
Leverage extensive knowledge of theater technology, including stage equipment, lighting, and sound systems, to anticipate and address technical challenges in real-time.

Communication & Scheduling: Develop and manage detailed rehearsal and performance schedules, making necessary adjustments for production needs.
Ensure timely and clear communication across departments through call sheets, rehearsal notes, and performance reports.

Crisis & Contingency Management: Prepare for potential issues and establish contingency plans to handle unexpected challenges swiftly and effectively.
Implement and enforce safety protocols, maintaining a secure environment for all cast and crew members.

Key Requirements:
Professional Experience: Minimum of 5 years as a Stage Manager in professional theater, concerts, or large-scale events.
Technical Skills: In-depth understanding of stage equipment, lighting and sound systems, cue management, and tech troubleshooting.
Leadership: Demonstrated ability to lead, motivate, and organize crew and performers with a calm, composed demeanor.
Adaptability: Proven experience in handling live performance challenges and maintaining focus under high-pressure situations.",No salary information provided
https://sg.indeed.com/rc/clk?jk=6864242338c732cd&bb=h65qdgZQh7BFxzVYPsmuXBd-3d_lt4Lr3Mluqm8Dz1amrAPnyAUhEiEa5RbHKUOOkIMFKiwRnR5UCsIlecwzbY8qnwAq6x89BhA-wwJDLeD-A1EmXCNey18ri32Hkmy1&xkcb=SoDK67M365cLCszI250JbzkdCdPP&fccid=d2b30c1fdfa442cb&vjs=3,Senior Recruitment Consultant,Micron,1,Singapore,"About Tech Grid Asia
Tech Grid Asia is an innovative IT software development company founded in Singapore that specializes in providing Digital Strategy Consulting and Technology Solutions services. Our team of professionals is experienced in creating and implementing custom software solutions to elevate your business to the next level.
In addition to our software development expertise, Tech Grid Asia also offers Technology Recruitment Consultancy services. We specialize in permanent, contract, staffing, and payroll solutions to help clients find the perfect fit for their organization.
We are currently expanding rapidly and looking for like-minded, driven people to join us!
Job Summary
In addition to being exposed to candidates and clients, you will be required to manage and ensure a successful and good process of a job seeking experience, developing relationships and developing recruiting methods, which are essential aspects of the job.
You will collaborate closely with the Team Leaders/Managers and learn the craft of hiring from them.
Responsibilities:
Doing the 360 degree practice of recruitment including attracting clients and candidates
Developing relationships, managing active communication with clients
Pre-screening candidate’s CV, assessing candidate’s potential interview and prepare to forward candidate’s profile to clients
Managing the end to end process from coordinating with client to candidate’s start date
Developing and maintaining relations with HR team/Recruit channel partners
Always keeping in contact with clients to get feedback of candidates
Focused, self-motivated and a confident individual who possesses strong customer service, sales experience and multi-tasking skills
Achieves sales target
Preparing wage schedules, employment conditions, compensation and benefits for employment approval
Requirements:
Great negotiation skills
Good command of English
Passionate in a sales-driven / target driven working environment
Sociable, outgoing and hustler personality, enjoy meeting new people on a daily basis
Eager and passionate in a recruitment consultancy environment where you will always learn new and different things from time to time
Minimum 3 years of relevant experience in a past recruitment consultancy role
Why Join Us ?:
Competitive compensation package
Comfortable and conducive working environment
Attractive Paid Leave Package with additional Birthday & Anniversary Leave
Professional Development Opportunities
Career Progression",No salary information provided
https://sg.indeed.com/rc/clk?jk=3ff4ada275a995c1&bb=h65qdgZQh7BFxzVYPsmuXCICov3Udjy-DVIhFk8L5LSlZhIPzcCJtRnFB2nJ87Pp1wv69Hoxa3q0676Nzdd7o1PsuYphk_G2q1Al9toqVSt2YdAh5eniwS_P6OldV3cF&xkcb=SoBX67M365cLCszI250KbzkdCdPP&fccid=b2b03ee36c78837b&vjs=3,Database Administrator,Micron,1,Singapore,"(Only Singaporean need to apply)

The following are mandatory requirements:
High proficiency in databases.
Must be able to work independently with minimal supervision.
Must possess great collaboration skills.
Must have proven database knowledge on Oracle databases.
Experience with Imperva will have an added advantage.
Experience with database replication tools and technology will have an added advantage.
Preferable with government sector experience.

Scope of Work
Manage the database technologies, such as RDBMS and NoSQL databases.
Perform database security activities, not limiting to regular database security reviews, implementing database security policies, setup database logging, and regular database patching.
Identify and mitigate audit risks on database implementation.
Ensure proper database governance policies in every database deployment.
Collaborate with various teams on continuous integration and delivery (CI/CD) to ensure database releases are always in good standards with proper governance.
Maintain database documentations.
Conduct database knowledge transfer.
Good-to-have skills
Able to automate database pipelines for database deployment.
Perform Proof-of-Concepts on new database technologies.
Perform database performance tuning tasks.

Qualifications and skills
Degree in Computer Science or an equivalent degree.
Minimum 5 years of relevant experience in database management.
Basic knowledge on continuous integration and delivery (CI/CD).
Demonstrates a strong understanding of RDBMS databases on Oracle databases.
Experience in working with DevOps and AGILE methodologies.
Excellent team player with good communications skills.
Strong analytical and logical skills.",No salary information provided
https://sg.indeed.com/rc/clk?jk=58648c3130d6f89b&bb=h65qdgZQh7BFxzVYPsmuXP-04fiA9f-jnxzN7LNWugWJJm68P5u23ZPvEFSLs7mE6m_rUP_ylkjecC5wKQA6xJEIRr4szOpV5emdbv5B1eAQ6z0x7SX3WvcK2YLtrwIB&xkcb=SoDj67M365cLCszI250LbzkdCdPP&fccid=d2b30c1fdfa442cb&vjs=3,Executive Assistant,Micron,1,Singapore,"As an executive assistant, you are responsible for providing comprehensive support to the CEO and managing the organization’s office operations. The person should possess the ability to anticipate needs, have critical thinking skills, and offer solutions to problems with a high level of professionalism and confidentiality.

Responsibilities
Provide sophisticated calendar management for the CEO.
Act as a liaison and provide support to the CEO in all business aspects.
Complete a broad variety of administrative tasks that facilitate the CEO’s ability to effectively lead the organization (assisting with special projects, designing and producing complex documents, reports, presentations, etc.)
Serve as the primary point of contact for internal and external constituencies on all matters involving the CEO, including those of a highly confidential or critical nature.
Work closely with the CEO to keep them well informed of upcoming commitments and responsibilities, following up appropriately.
Maintain open communications and act as a ""gatekeeper or ""gateway, providing a bridge for smooth communication between the CEO and staff.
Evaluate and assist in developing office policies and procedures for improved workflow and anticipate future needs as the organization grows.
Other projects and duties are assigned for the overall benefit of the organization.
Requirements
Bachelor’s degree in business administration or relevant fields.
Significant executive support experience, including supporting C-level executives.
Strong command of oral and written English.
Very strong interpersonal skills and the ability to build relationships with key stakeholders.
Strong organizational skills and ability to prioritize multiple tasks seamlessly with excellent attention to detail
Results-oriented mindset, enthusiastic, meticulous, and autonomous.
High degree of professionalism in dealing with diverse groups of people, including board members, senior executives, staff, and other partners.
Ability to meet deadlines in a fast-paced, quickly changing environment.
A proactive approach to problem-solving with strong decision-making skills.
Ability to maintain a high level of integrity and discretion in handling confidential information.
Extensive knowledge of office administration, clerical procedures, and recordkeeping systems.
Benefits
Competitive Industry-leading base salary
Innovative and forward-thinking technology organization
Positive Work Culture
Career growth opportunities.",No salary information provided
https://sg.indeed.com/rc/clk?jk=e1b17665470f1797&bb=Z8FsXlDUiH52Nl0gCUo2bLifBt9cbYPUniz12bejaPPAuqkUxuJN7FSf82X47B3tWeuW590RKTaslDKtj7_ekJoX8pWyxSvBVGsCtWJ_kdvNGmtTk8M9UJkRjHe2Nzw0&xkcb=SoAm67M365cLZlTI250FbzkdCdPP&fccid=10e4ef012fdb4234&vjs=3,Marketing & Events Executive,Micron,1,Singapore,"Marketing & Events Execuitve
Singapore - Hybrid Remote

Company Description:
Our client is an edtech company founded in 2013 from the idea that through personalised education, we can transform students into the world’s leaders of tomorrow. Since then, they have rapidly grown a mission-driven team who are dedicated to building the education system for the 22nd century. Their network includes 2,400 tutors and consultants worldwide who work with over 20,000 students. Their tech platform connects tutors and mentors to high school students aiming to achieve admission and scholarships to top universities in the US, UK and beyond.

Responsibilities
Supporting the development of Crimson’s Singapore Marketing strategy with a focus on increasing lead generation and conversion.
Designing and creating cross-platform bilingual (English & Mandarin) print, digital and social media marketing collateral.
Generating event marketing ideas and owning marketing initiatives and automation.
Driving quality leads into consultations with the local sales team.
Manage and execute webinars & in-person marketing events, seminars and public relations activities from inception to completion
Monitoring lead generation and conversion across all marketing initiatives to ensure campaign optimisation and market growth.
Liaise with the local sales team to create effective pitching, track the sales funnel and receive feedback to ensure that the ongoing marketing activities are bringing in sales opportunities.
Administrative support: Including (but not limited to) purchasing of collaterals, payment processing, market analysis, event logistics and social media management.
Any other duties as required by line manager or department head

Requirements:
3+ years of marketing and/or industry experience
Bachelor’s degree in marketing, communications or a related field, and/or equivalent job experience in marketing with a preference for experience in the education space.
Strong English and Mandarin reading, writing and speaking skills with a good sense for visual branding and design.
Experience in industry-standard design and video editing software, such as Adobe Creative Suite (Photoshop, Illustrator), Canva or iMovie.
Knowledge of project management, marketing automation platforms and social media marketing tools a plus
Knowledge of the US/UK university admission process will be an advantage
Ability to work flexible hours when necessary
Prefer someone with both marketing and events experience. If not possible, marketing knowledge will be more important but must be interested to carry out events role
China market knowledge and prior experience is a must",No salary information provided
https://sg.indeed.com/rc/clk?jk=58648c3130d6f89b&bb=Z8FsXlDUiH52Nl0gCUo2bJje7shuje9TDih6LC7KMy5vnccwlOVEWrOtPK5fgXRQZfrdUux1DkU7pWpzsIEXgSpNw9t-Fzde9zJGN4muw76mZ4-fTt1U0TQNSueELpYl&xkcb=SoC767M365cLZlTI250GbzkdCdPP&fccid=d2b30c1fdfa442cb&vjs=3,Executive Assistant,Micron,1,Singapore,"As an executive assistant, you are responsible for providing comprehensive support to the CEO and managing the organization’s office operations. The person should possess the ability to anticipate needs, have critical thinking skills, and offer solutions to problems with a high level of professionalism and confidentiality.

Responsibilities
Provide sophisticated calendar management for the CEO.
Act as a liaison and provide support to the CEO in all business aspects.
Complete a broad variety of administrative tasks that facilitate the CEO’s ability to effectively lead the organization (assisting with special projects, designing and producing complex documents, reports, presentations, etc.)
Serve as the primary point of contact for internal and external constituencies on all matters involving the CEO, including those of a highly confidential or critical nature.
Work closely with the CEO to keep them well informed of upcoming commitments and responsibilities, following up appropriately.
Maintain open communications and act as a ""gatekeeper or ""gateway, providing a bridge for smooth communication between the CEO and staff.
Evaluate and assist in developing office policies and procedures for improved workflow and anticipate future needs as the organization grows.
Other projects and duties are assigned for the overall benefit of the organization.
Requirements
Bachelor’s degree in business administration or relevant fields.
Significant executive support experience, including supporting C-level executives.
Strong command of oral and written English.
Very strong interpersonal skills and the ability to build relationships with key stakeholders.
Strong organizational skills and ability to prioritize multiple tasks seamlessly with excellent attention to detail
Results-oriented mindset, enthusiastic, meticulous, and autonomous.
High degree of professionalism in dealing with diverse groups of people, including board members, senior executives, staff, and other partners.
Ability to meet deadlines in a fast-paced, quickly changing environment.
A proactive approach to problem-solving with strong decision-making skills.
Ability to maintain a high level of integrity and discretion in handling confidential information.
Extensive knowledge of office administration, clerical procedures, and recordkeeping systems.
Benefits
Competitive Industry-leading base salary
Innovative and forward-thinking technology organization
Positive Work Culture
Career growth opportunities.",No salary information provided
https://sg.indeed.com/rc/clk?jk=1f40f761fe301ff0&bb=z19gs5XdyYcHpL1BixZSdmjUl0jvkqX_8Pz40v4u-VFp8U7zkn0XpEWpDN_ojnlyihYh9unRS5zTYSr-g8DovQTioo1ArjOnsg0FqnhhxB1bJqlzCwp88RSguKXCFgpw&xkcb=SoCK67M365cLTQSxlJ0ObzkdCdPP&fccid=50e81c42d6b18e24&vjs=3,Public Engagement Assistant (Experiential Learning Coordinator),Micron,1,Singapore,"This position works under the direct supervision of the Emerging Voices (EV) Specialist. The position has no supervisory responsibilities. Coordinates Mission Public Diplomacy outreach to Emerging Voices audiences through Experiential Learning (EXPL) projects and events, typically “learning through experience” activities such as tech or entrepreneurship camps, music and sports programs, journalism training, and other focused community engagement programs. Designs, develops, identifies co-sponsors and funding sources, plans and oversees a range of outreach activities in support of Mission goals.
Requirements:
All applicants must address each selection criterion detailed below with specific and comprehensive information supporting each item in their application. Failure to do so may result in a determination that the applicant is not qualified.
A bachelor’s degree in communications, international relations, intercultural/multicultural studies, arts management, museum education or marketing, AND minimum (3) years of progressively responsible experience in a multilingual, multicultural, multinational, government, or museum environment with marketing, public relations, communication, or education duties as a significant part of the job is required; OR
At least two (2) years of college or university studies in any field or other equivalent post-secondary education, AND minimum five (5) years of progressively responsible experience in a multilingual, multicultural, multinational, government, or museum environment with marketing, public relations, communication, or education duties as a significant part of the job is required.
Must have fluent, strong English oral and writing skills.
Must have excellent written and oral communication skills, including public speaking, interviewing for evaluation purposes and writing reports and material for publication. Must be able to brief on a variety of issues in English.
Must have strong analytic skills and the ability to conceptualize how best to use innovation and cutting edge experiential learning opportunities to attract Emerging Voice (EV) audiences and engage them in positive ways
Must have excellent customer relations, interpersonal cross-cultural communication skills, and be able to identify and engage key figures critical to developing EXPL priority initiatives.
Strong project management skills are required, including the ability to establish credibility and lead group participation in projects such as workshops, seminars, conferences, sports and cultural programs, and camps, including activities conducted virtually.
Good keyboarding and data entry skills, and excellent familiarity with electronic discovery tools, in particular the Internet, and standard information retrieval practices and procedures are required.
Additional job details can be requested by emailing USEmbSingaporeHR@state.gov
Please note:
Emailed applications are no longer accepted.
To maintain an open and fair recruitment process, the U.S. Embassy only accepts applications that are completed in full and submitted via the Electronic Recruitment Application (ERA) website: https://erajobs.state.gov/dos-era/sgp/vacancysearch/searchVacancies.hms
To apply for the above position: Please complete the on-line ERA form and upload any supporting documents (including educational certificates and/or transcripts related to the position requirements state above) using this site https://erajobs.state.gov/dos-era/sgp/vacancysearch/searchVacancies.hms by November 21, 2024.
Only shortlisted candidates will be notified. Thank you for your interest in U.S. Embassy Singapore.",No salary information provided
https://sg.indeed.com/rc/clk?jk=e94dd3a4afb1570a&bb=Z8FsXlDUiH52Nl0gCUo2bN9iaaGO6SjzYBaQS8UxUsnDqUwexBrT8cU9YE2ysMI7nDHs9Syj9TG2xF-xGxjamMwf4nZWY5M0N_y4kGvn7Fh5m5JIAAKGhq7fjSXbo7F4&xkcb=SoAP67M365cLZlTI250HbzkdCdPP&fccid=71045bbc9978c395&vjs=3,IT Project Manager,Micron,1,Singapore,"Join Our Team at Appvantage in Singapore!
Are you ready for an exhilarating new journey with us?
At Appvantage, we're not just a team; we're a passionate community of digital strategists, designers, and developers. Our expertise shines through as we tackle major digital projects for global corporations across the Asia & Pacific region, particularly in the automotive industry.
Why Appvantage?
We are proud to be recognized as a leading workplace in the technology sector. Appvantage has received accolades and has been named on the prestigious ""Singapore Best Workplaces™ in Technology List"". This ""Great Place to Work"" certification is a collective achievement that we are all proud of, as it reflects our shared commitment to creating a supportive, empowering, and inclusive work environment. Join us and be part of a dynamic team dedicated to innovation and excellence.
As we continue to expand and drive innovation, we're on the lookout for an enthusiastic IT Project Manager to join our ranks in Singapore.
Job Description
As an IT Project Manager at Appvantage, you'll play a pivotal role in shaping the success of our projects. Here's a glimpse of your responsibilities:
Cultivate Connections: Foster strong relationships with clients, vendors, and partners while ensuring that project implementations meet our stringent quality standards.
Project Support: Collaborate with Project Directors, Senior Project Managers, or Project Managers in various aspects of project management, including:
Crafting proposals and quotations, and skillfully negotiating with clients
Managing project implementation plans and budgets.
Defining project deliverables at each milestone.
Vigilantly monitoring progress and taking proactive measures when needed.
Requirements Elicitation : Partner with clients to identify high-level requirements and capture critical business needs. You'll excel at articulating and documenting these requirements, assessing solution risks, and prioritizing effectively.
Quality Assurance: Oversee QA/QC activities to ensure successful and timely project delivery, aligning precisely with client expectations.
Documentation Guru: Prepare a variety of project documentation, including Minutes of Meeting, Requirement Specifications, Design Specifications (or Understanding Documents), Training and User Manuals, Release Notes, and Project Status Reports.
Versatile Contributor: Take on additional duties and responsibilities as assigned.
Job Requirements
Educational Background: Bachelor’s Degree in Information Systems or Business.
Experience : 1-2 years' experience in the IT industry is preferred.
Communication: Excellent communication skills are essential.
Tech-Adept: Proficiency in Microsoft Office (Excel, Word, PowerPoint).
Attitude: You're organized, meticulous, and always approach tasks with a positive attitude.
Project Acumen: Strong administrative skills and a general understanding of the project life cycle, project documentation, and project standards.
Methodologies: Prior experience with SCRUM/Agile methodologies is a plus.
Join us at Appvantage, where every day brings exciting challenges and opportunities for growth. If you're ready to make your mark in the dynamic world of digital innovation, we invite you to embark on this journey with us. Your adventure starts here!",No salary information provided
https://sg.indeed.com/rc/clk?jk=05a891bfd093282d&bb=Z8FsXlDUiH52Nl0gCUo2bCQP7I8LvP1SJ3D8e2Qv2W7JPXJcLrDKEW0l7opu1Kku-XtU0XGWz7yeqorrCm2KEFM8YuKuIsnR0i6K2LH86mdpnGVeaPobMg%3D%3D&xkcb=SoA167M365cLZlTI250BbzkdCdPP&fccid=cb27568ec6584d5f&vjs=3,Athletics Support Associate - High School Athletics Office,Micron,1,Singapore,"Overview
This position is primarily responsible for providing logistical support to the Activities/Athletics Directors. This position requires the ability to complete varied and complex office duties, sometimes working under pressure. The associate often gives the first impression of the office thus, an outgoing, helpful, pro-active and enthusiastic personality is required. It is expected that the secretary will assist other faculty/staff/students/parents as necessary and as workload permits.
Responsibilities:
Represent the school and department to the public, parents and students with a cheerful, relaxed and respectful personality regardless of the situation.
Provides logistical support to the two Activities & Athletic Directors.
Provide support (communication/assistance) to coaches, sponsors and students in relation to their chosen activity.
Assist AD office with the maintenance of schedules and other communication platforms such as on websites, posters, daily bulletins and social media.
Flexibility with work hours when required for some events, games, performances on later afternoons, evening and weekends
Maintains strict confidentiality of all personnel matters.
Lead the management of uniforms – handing out, collecting, washing/drying/storing with support from the Activities & Athletics Directors and Admin Associate
Coordinate all facilities bookings for current and upcoming school year
Support SAS awards nights.
Assist in details pertaining to IASAS events and exchanges that are to be held at SAS.
Assist with work requests and work orders for the department.
Provides “Lost & Found” services in the office.
Liaises with the IT Department for tech needs for activities.
Liaises with the Facilities Department for set-up custodial services.
Assists in the preparation of Athletic Contracts and the Athletic Handbook.
Ensures compliance with all school’s policies and procedures as related to the job responsibilities of this position.
Performs other duties and functions as assigned by the Activities & Athletic Directors.
The above job description is only indicative of the broad set of duties and responsibilities. Distribution of tasks is assigned by the supervisor. Other tasks may be assigned on the job, as deemed necessary by the supervisor.
Qualifications and Attributes Required:
Diploma from a recognised polytechnic in Singapore (or equivalent)
Excellent organizational and office management skills
Demonstrates competence in computer applications for the Google suite along with an interest in learning new applications
Excellent interpersonal skills and ability to handle multiple responsibilities and priorities concurrently
Ability to work in a fast paced and sometimes high pressure environment
Good English communication skills, both written and oral
Positive work attitude and initiative
Ability to work cooperatively and provide assistance as necessary to other team members",No salary information provided
https://sg.indeed.com/rc/clk?jk=a9b1e3b5e6fe46e4&bb=Z8FsXlDUiH52Nl0gCUo2bPrSOVGN7A-P6_o6oH0zIx_f6R3d33JqLwalZHbXzsv8tImkFyZ_NWLDyrmTZe66iqsKqp8M9l0nMfiITc54xu1hEAu1mNfdhXu7nnptsdbw&xkcb=SoCo67M365cLZlTI250CbzkdCdPP&fccid=3de18cfd2560ba9a&cmp=Anradus-Pte-Ltd&ti=Facilities+Technician&vjs=3,Facilities Technician (Shift Allowance/ Flexi Benefits) #64875,Micron,1,Singapore,"Job Description
Industry/ Organization Type: Telecommunication Services
Position Title: Facilities Technician (Data Center)
Working Location: New Tech Park & Techlink
Working Hours: Rotating 8-hour shifts
Salary Package: Basic Salary + Shift Allowance ($300) + Variable Bonus + Medical & Flexi Benefits
Duration: Permanent
Key Responsibilities
Maintain and service building facilities, including electrical and mechanical systems.
Perform minor repairs and improvements to buildings and equipment.
Conduct routine preventive maintenance on building systems and infrastructure.
Manage and oversee contractors and vendors to ensure cost-effective, quality repairs and maintenance.
Provide engineering support during weekends, public holidays, or extended hours when necessary.
To standby 24 hours on duty roster (will provide additional standby allowance).
APPLY NOW!!!
Minimum ITE Certificate/Diploma in Mechanical/ Electrical Engineering, Facilities Management or related fields.
With hands-on skill set in mechanical (ACMV) and electrical systems, with proficiency in maintenance, troubleshooting, and repair.
Prior work in critical environments like Data Centres, Cleanrooms, or Semiconductor plants is an added advantage.
Effective communication skills and ability to work as part of a team.
Competent in using Microsoft Excel and Word.
Good understanding of facility M&E (Mechanical & Electrical) systems.
Kindly apply through ANY of the following methods:
Submit your application by clicking the APPLY button;
Email your resume to Job(at)anradus.com.sg. Kindly indicate #64875 on the email subject.
Anradus Application Policy: We value each application and ensure every resume is reviewed. Our process is efficient, typically concluding within 3 working days. If you do not receive communication from us within this timeframe, it's likely that your application has not been shortlisted by our client. In such cases, we recommend continuing your job search to maximize your opportunities.
Anradus Pte Ltd | EA License No. 20C0161 | Angel Lim | EA Reg No.: R1769781
Job Type: Full-time
Pay: $2,400.00 - $3,200.00 per month
Schedule:
Late shift
License/Certification:
identity to work without a sponsor(if no,we need apply pass) (Preferred)
Work Location: In person",No salary information provided
